AVGDPD0_EVER;CNTGOODPOS;CNTUNIQUEPHONES;FIRSTADATENOTRD;CNTUNSUCCESSFULWEEKS24M;INSTALMENTCNTPAIDINTIME;AVGDPD0_36M;NUMINSTTOPAYGR;TEXTLASTRISKPRODCOMBINATION;PARTEPCOUNT;AVGDPD0_12M;CODEPAIDOFFAFTERDPD;NUMREJECTS9M;LASTFULLEPDATE
;1;1;3195;0;23;0.375;0;0.023198651;2;0.375;0;0;148
14.5492957746479;1;0;4551;0;28;18.3272727272727;3;0.020120724;1;11.8181818181818;2;0;
1.76470588235294;0;1;289;1;6;1.82352941176471;17;0.023198651;;1.82352941176471;0;1;
;1;1;897;2;12;0;0;0.023198651;;;0;2;
0;0;0;1792;0;85;0;66;0.020120724;1;0;0;0;525
0;0;1;2589;0;36;0;5;0.023198651;4;0;0;0;307
;0;1;272;1;8;0;2;0.023198651;2;0;0;1;
3.42168674698795;0;1;3924;0;57;5.12765957446809;43;0.023198651;1;6.79166666666667;0;0;1282
0.5;0;1;501;2;24;0;17;0.023198651;1;0;0;2;256
;3;1;3313;0;35;0;0;0.023198651;;0;0;0;171
0;1;1;2579;1;48;0;21;0.020120724;4;0;0;0;2305
;;;1998;0;12;;0;0.026860354;;;;0;
0;3;1;5297;0;7;0;0;0.023198651;2;0;0;0;337
;1;0;363;2;9;0.3;0;0.023198651;2;0.3;0;0;
0.75;0;1;4504;0;38;0.111111111111111;0;0.023198651;;0.125;0;0;3487
;0;1;4605;1;9;0;0;0.020120724;;;0;0;755
79.5;0;0;4259;2;11;0;6;0.023198651;;0;3;0;
;1;2;1177;0;11;0;0;0.023198651;;;0;0;836
0.5;0;1;2186;0;13;0;3;0.023198651;;0;0;0;2063
0.8;2;1;5501;3;46;1.05555555555556;90;0.023198651;;1.38888888888889;0;5;
0;0;0;1792;0;85;0;66;0.020120724;1;0;0;0;525
4.24444444444444;0;1;929;10;26;4.33333333333333;26;0.020120724;2;8.04166666666667;0;3;669
19.875;3;1;3988;9;29;0;9;0.023198651;;0;0;1;
1.6;0;1;1333;1;12;0.666666666666667;0;0.023198651;;0.166666666666667;0;1;198
0;1;1;1282;0;54;0;30;0.023198651;5;0;0;0;
0.079646017699115;2;0;4794;11;56;0;48;0.023198651;15;0;0;14;1285
;0;0;2141;0;6;;0;0.026860354;;;0;0;
;0;1;2584;0;54;0;0;0.020120724;;0;0;0;109
;1;0;4242;0;6;;0;0.031356486;;;0;0;4061
0.290076335877863;2;1;3871;6;39;0.277777777777778;0;0.023198651;1;0;0;3;1695
1;2;1;3236;0;54;0.117647058823529;30;0.023198651;18;0;0;0;320
0.833333333333333;0;1;4080;2;61;0;48;0.023198651;1;0;0;2;739
;2;1;1389;0;13;0;8;0.023198651;;0;0;0;432
0;1;1;2327;2;31;0;50;0.023198651;;0;0;1;1508
0;0;1;1238;3;43;0;88;0.023198651;2;0;0;2;508
0;0;1;905;0;29;0;16;0.023198651;2;0;0;0;242
;0;1;500;0;10;0;0;0.023198651;;0;0;0;
;0;0;5627;0;14;;0;0.031356486;;;0;0;
;6;2;1515;0;22;0;0;0.023198651;1;0;0;0;139
;1;1;5838;0;50;0.235294117647059;0;0.020120724;3;0;0;0;
;0;1;1578;0;18;0;0;0.026860354;;;0;0;
;1;0;2010;0;2;;0;0.023198651;1;;0;0;1948
;0;0;142;0;4;0;20;0.023198651;;0;0;1;
0.125;0;1;561;0;15;0.0625;33;0.023198651;9;0.0833333333333333;0;0;119
;0;0;133;0;4;0;6;0.023198651;;0;0;1;
;1;1;1336;2;22;0;0;0.023198651;;;0;0;
;0;1;471;0;7;0;0;0.023198651;;0;0;0;259
;0;1;345;0;10;0;0;0.023198651;8;0;0;0;34
;0;1;1404;2;9;0;0;0.023198651;2;0;0;2;207
;0;0;3755;0;26;;0;0.023198651;;;0;0;1670
;1;1;5839;0;50;0.235294117647059;0;0.020120724;3;0;0;0;
;0;0;732;0;20;0;0;0.023198651;;0;0;1;95
1;1;1;4405;0;81;0;54;0.020120724;;0;0;0;935
;;;778;1;11;0;0;0.023198651;;0;;0;417
2;1;1;1981;0;38;0;17;0.020120724;;0;0;0;
;1;0;1025;0;11;0.166666666666667;0;0.023198651;;;0;0;
;;;5584;0;18;0;0;0.023198651;;;;0;731
;1;0;5578;0;21;;0;0.023198651;;;0;0;5305
5.66666666666667;1;0;1340;2;27;1.41379310344828;0;0.031356486;;2;0;1;67
;;;596;2;17;0;0;0.023198651;;0;;0;59
;0;0;2185;0;10;;0;0.023198651;;;0;0;
;0;1;4119;1;18;;0;0.031356486;;;0;0;3585
;0;1;2429;2;42;0;0;0.020120724;;;0;2;517
0.0909090909090909;1;1;4242;5;106;0;35;0.023198651;8;0;0;3;774
;0;0;2016;0;2;;0;0.031356486;1;;0;0;1908
;1;1;679;0;26;0;16;0.023198651;6;0;0;2;319
;1;0;4451;0;13;;0;0.023198651;;;0;0;2766
;1;1;1976;1;25;0;0;0.023198651;;0;0;0;1148
0;0;1;3048;0;36;0;52;0.023198651;;0;0;0;247
;;;3039;1;18;0;0;0.026860354;;;;3;
;3;1;1809;1;56;0.0789473684210526;0;0.023198651;7;0;0;0;341
1.5;0;2;967;0;44;0.163265306122449;66;0.020120724;;0.208333333333333;0;0;781
0.428571428571429;1;0;3572;0;2;0;0;0.023198651;;0;0;0;3451
0.5625;0;1;5612;0;40;0;30;0.020120724;1;0;0;0;1985
;0;0;70;0;2;0;16;0.023198651;;0;0;0;
0;1;1;1463;3;29;0;0;0.023198651;2;0;0;2;37
0.128712871287129;4;1;2487;2;90;0;44;0.023198651;1;0;0;1;877
;1;0;4854;0;17;;0;0.031356486;;;0;0;2353
;3;1;1321;0;33;0.3;0;0.031356486;;0;0;0;
;0;1;1076;0;15;1.08333333333333;0;0.023198651;1;2.4;0;0;
;1;3;5824;1;45;;0;0.031356486;;;0;0;1719
0;0;1;71;0;2;0;58;0.023198651;;0;0;0;
;;;849;1;12;0;0;0.023198651;;;;0;
4;1;1;4036;1;50;0;0;0.023198651;5;0;0;1;3372
;0;1;464;0;15;0;15;0.023198651;;0;0;0;
;0;0;4564;0;12;;0;0.023198651;;;0;0;2184
;1;2;560;2;12;0;0;0.023198651;;0;0;1;
;1;1;301;0;9;0;3;0.023198651;;0;0;0;
;0;1;392;1;2;0;10;0.031356486;;0;0;1;
;0;1;5606;1;12;;0;0.023198651;;;0;0;2503
;0;0;234;0;7;0;0;0.023198651;;0;0;0;10
;0;0;3271;0;4;;0;0.026860354;;;0;0;
0;1;1;4004;0;65;0;12;0.023198651;5;0;0;0;370
;3;1;3505;0;91;0;0;0.026860354;;;0;0;1077
;;;4796;0;45;;0;0.026860354;;;;0;3669
0.5;2;2;4647;0;16;0;3;0.023198651;1;0;0;0;719
0;2;0;4347;2;83;0;4;0.020120724;8;0;0;1;158
;2;1;3332;1;118;0;0;0.020120724;;;0;1;844
;4;1;1610;0;18;0;0;0.023198651;1;0;0;0;1420
0;1;1;3576;2;69;0;15;0.020120724;;0;0;3;496
5.66666666666667;1;1;4644;0;53;0;34;0.023198651;;0;0;0;
0.0555555555555556;0;2;915;0;12;0.0555555555555556;13;0.023198651;5;0;0;0;456
0.0434782608695652;0;1;3172;0;44;0;26;0.023198651;;0;0;0;
0.5;0;1;1534;2;10;0;22;0.023198651;2;0;0;1;1266
4.33333333333333;4;1;4919;2;79;0;14;0.023198651;4;0;0;2;203
0;1;1;2156;0;60;0;23;0.023198651;13;0;0;0;1466
0;0;1;987;0;19;0;14;0.023198651;12;0;0;0;708
1.0952380952381;1;0;5186;2;43;0;0;0.023198651;;0;0;0;4627
;1;1;590;1;5;0;0;0.023198651;;;0;0;434
0;2;2;1785;3;21;0;0;0.023198651;;0;0;2;555
2.08333333333333;1;1;3576;0;41;0;0;0.023198651;1;0;0;0;257
0.0555555555555556;2;1;2346;2;35;0.0416666666666667;0;0.023198651;;0.0833333333333333;0;2;3
;3;1;5761;2;34;0.0689655172413793;0;0.020120724;8;;0;0;385
;;;4641;0;8;;0;0.026860354;;;;0;
0.206349206349206;1;2;2620;11;55;0.0909090909090909;42;0.023198651;2;0.0666666666666667;0;5;4
0;1;1;784;0;24;0;8;0.023198651;2;0;0;0;
;0;1;3916;1;31;1;0;0.023198651;4;0;0;0;305
;0;1;2136;1;37;0;0;0.023198651;1;0;0;1;73
0;2;1;2734;0;27;0;9;0.023198651;11;0;0;0;2041
;1;1;1176;0;11;0.545454545454545;0;0.023198651;4;;0;0;
;;;4310;5;116;0.1;0;0.020120724;3;;;3;587
;0;0;1847;3;7;;0;0.031356486;;;0;3;
;2;2;5117;0;22;;0;0.023198651;;;0;0;3608
0;0;1;5682;0;24;0;10;0.023198651;4;0;0;0;
19;2;1;4409;0;26;0;29;0.023198651;;0;0;0;
;1;1;4083;0;39;;0;0.023198651;;;0;0;2549
;1;2;885;1;12;0;0;0.026860354;;;0;0;562
0;0;0;2131;0;8;0;68;0.023198651;;0;0;1;1992
;1;1;5421;1;12;;0;0.026860354;;;0;0;3203
0.0769230769230769;0;1;1434;1;19;0.0869565217391304;0;0.023198651;3;0.130434782608696;0;1;73
;0;0;2730;0;12;23.5882352941177;0;0.023198651;;;2;0;739
;0;0;118;0;2;0;10;0.031356486;;0;0;0;
;0;0;694;0;7;1.92307692307692;5;0.023198651;;2.08333333333333;0;0;
0.0588235294117647;1;1;3493;0;17;0;23;0.023198651;;0;0;0;3372
0.0363636363636364;2;1;5237;0;108;0;6;0.023198651;27;0;0;0;259
0;0;1;4061;0;32;0;15;0.023198651;;0;0;0;1237
;0;1;3046;1;13;0.833333333333333;0;0.023198651;2;0;0;3;172
0.0135135135135135;0;1;3473;1;74;0;50;0.023198651;;0;0;1;70
0;2;1;538;0;11;0;13;0.023198651;;0;0;0;
1.74736842105263;3;1;4537;0;53;0;8;0.023198651;;0;0;0;557
;0;1;2660;2;15;0;0;0.023198651;;;0;0;743
;0;0;2984;0;18;;0;0.026860354;;;0;0;2009
0;0;1;579;0;12;0;52;0.023198651;;0;0;0;452
0.842105263157895;0;1;4265;0;14;0;9;0.023198651;;0;0;0;
9.375;2;1;3247;12;79;0.979166666666667;15;0.023198651;;0.333333333333333;0;8;832
1.35714285714286;0;1;4790;8;39;0.674418604651163;0;0.023198651;1;0;0;6;332
0;1;1;279;0;8;0;4;0.023198651;;0;0;0;
;1;1;899;0;6;0;0;0.023198651;;;0;0;
;0;1;5971;1;22;0;0;0.023198651;1;;0;1;
9;5;1;4664;1;53;0;0;0.023198651;2;0;0;0;1044
;1;0;5190;0;35;0.153846153846154;0;0.023198651;1;1.33333333333333;0;0;308
0;2;1;1351;2;11;0;55;0.023198651;7;0;0;0;186
;0;0;2882;0;12;;0;0.031356486;;;0;0;
;0;1;306;0;15;0;8;0.023198651;;0;0;0;
;2;1;4823;0;21;0;0;0.023198651;;0;0;0;4723
0.0483870967741936;1;1;1710;0;59;0.0545454545454545;5;0.023198651;;0;0;0;1708
;0;0;5410;0;10;;0;0.023198651;;;0;0;
0;2;1;3705;1;41;0;0;0.023198651;;0;0;0;3209
0.3;1;2;3108;9;34;0.166666666666667;8;0.023198651;1;0;0;5;
;1;1;5435;0;57;;0;0.023198651;;;0;0;1403
;0;0;2190;1;3;;0;0.026860354;;;2;0;
;0;1;176;0;5;0;7;0.023198651;;0;0;0;
7;3;1;3836;3;13;0;0;0.031356486;;0;0;4;54
0.133333333333333;1;1;2578;6;90;0.075;3;0.023198651;;0;0;6;625
0.5;1;1;3601;3;22;0;9;0.023198651;;0;0;1;90
;1;1;917;1;23;0;0;0.023198651;6;;0;0;414
;;;5053;4;56;0;0;0.023198651;;0;;2;231
;1;1;1380;0;22;0;0;0.026860354;;0;0;0;
;0;0;3536;0;22;;0;0.031356486;2;;0;0;2240
0.05;0;1;4614;1;50;0;57;0.023198651;3;0;0;1;2286
;2;1;2999;18;64;0.0263157894736842;0;0.023198651;3;0;0;7;252
;0;0;2319;1;20;0.5;0;0.023198651;;;0;0;
;;;4971;0;15;;0;0.023198651;;;;0;3771
;0;1;2373;0;13;0;0;0.023198651;2;0;0;0;251
5;4;1;4015;8;56;0;11;0.023198651;;0;0;2;187
0.85;0;0;4618;2;142;0;68;0.020120724;11;0;0;2;211
0.0222222222222222;0;1;3639;0;44;0;15;0.023198651;;0;0;0;859
1.42222222222222;1;1;2013;2;24;0.285714285714286;9;0.023198651;;0.363636363636364;0;1;
0.363636363636364;2;0;1451;18;23;0.382352941176471;84;0.023198651;;0.481481481481481;0;42;52
;0;0;2451;0;13;;0;0.023198651;1;;0;0;2329
;1;1;369;0;11;0;13;0.023198651;1;0;0;0;
0;2;1;3705;1;76;0;37;0.023198651;;0;0;0;
;;;5395;0;21;;0;0.026860354;;;;0;5181
;0;1;298;0;9;0;15;0.023198651;1;0;0;0;
;3;1;6116;0;33;0;0;0.023198651;1;;0;0;1126
;0;1;5450;2;102;1.48780487804878;0;0.020120724;;;0;1;489
0;0;1;3505;1;59;0;28;0.020120724;1;0;0;1;578
0.5;1;1;701;0;30;0;14;0.023198651;;0;0;0;292
;;;4472;0;62;0;0;0.031356486;2;0;;0;707
4.66666666666667;2;1;2169;0;26;0.611111111111111;0;0.031356486;;0;0;0;893
;2;1;4192;2;27;2.38095238095238;22;0.023198651;2;0;1;2;1328
;;;4647;2;27;0;0;0.023198651;1;;;3;819
0.0952380952380952;1;1;2040;0;62;0.105263157894737;39;0.023198651;;0;0;0;
;1;0;1931;7;82;0.0483870967741936;21;0.023198651;1;0;0;3;194
0.5;2;1;4258;1;115;0;39;0.020120724;;0;0;0;844
;1;1;5563;0;98;0.428571428571429;0;0.023198651;;;0;0;3047
;0;1;955;3;3;0;0;0.023198651;;;0;2;847
;0;0;4321;0;11;;0;0.031356486;;;0;0;4119
0;0;1;764;0;33;0;42;0.023198651;;0;0;0;
;0;1;182;1;5;0;7;0.031356486;;0;0;1;
;8;1;5168;5;237;0.168421052631579;15;0.023198651;1;0.222222222222222;0;4;1094
7.95652173913044;0;1;4843;2;48;0;48;0.023198651;;0;1;2;4539
;0;1;341;0;7;0;0;0.023198651;5;0;0;0;124
;2;1;1409;0;17;0;0;0.031356486;3;;0;0;466
0;0;0;1851;0;2;0;0;0.023198651;;0;0;0;381
;;;5202;2;14;0;0;0.023198651;;0;;2;74
;;;5063;0;28;;0;0.026860354;;;;0;2984
0.106060606060606;2;2;1625;1;46;0.152173913043478;11;0.023198651;;0;0;1;215
;;;3579;0;10;;0;0.031356486;;;;0;
;0;1;1630;0;48;0.294117647058824;0;0.020120724;2;0;0;0;729
0;2;1;5858;0;45;0;26;0.023198651;;0;0;0;
0;0;1;666;0;28;0;33;0.023198651;2;0;0;0;56
0.375;3;1;6229;0;88;0;35;0.020120724;3;0;0;0;3167
;;;5520;1;12;0;0;0.023198651;;;;0;845
;1;0;1247;0;2;0;5;0.031356486;;0;0;0;1215
1.09090909090909;0;1;3359;0;55;0.142857142857143;16;0.023198651;;0;0;3;2758
;2;1;4509;1;32;;0;0.023198651;1;;0;0;1254
;0;1;448;1;12;0;0;0.023198651;;0;0;1;
;1;1;5019;0;30;0.583333333333333;0;0.023198651;2;0.7;0;0;177
0.163636363636364;4;1;4875;16;66;0.027027027027027;14;0.023198651;;0.0454545454545455;0;8;463
;0;0;5249;0;10;;0;0.023198651;;;0;0;
0;0;0;1888;0;8;0;12;0.023198651;2;0;0;0;1735
0;4;1;1023;1;41;0;67;0.023198651;;0;0;0;463
0.00675675675675676;1;1;5199;2;87;0;12;0.020120724;;0;0;1;1345
0.0232558139534884;0;1;2690;0;84;0.027027027027027;26;0.023198651;;0;0;0;
;1;1;3559;0;25;;0;0.023198651;;;0;0;
0;0;1;362;4;12;0;23;0.023198651;;0;0;5;
0;1;1;3291;0;25;0;0;0.023198651;;0;0;0;47
0;0;1;953;0;1;0;0;0.023198651;;0;0;0;931
0;0;1;395;2;12;0;48;0.023198651;;0;0;2;
;2;1;4702;0;77;0;0;0.023198651;;0;0;0;2066
0;0;1;1906;1;19;0;12;0.023198651;1;0;0;0;1695
;1;1;498;0;11;0;0;0.023198651;5;0;0;0;156
1;3;1;3363;2;60;0.0666666666666667;0;0.023198651;1;0;0;1;1959
;1;1;5217;0;16;0;0;0.023198651;;0;0;0;296
1.33333333333333;3;1;2880;4;54;0;0;0.023198651;8;0;0;2;155
0.0833333333333333;1;1;1357;12;53;0.0161290322580645;31;0.020120724;;0;0;13;
;1;1;539;0;13;0;0;0.023198651;11;0;0;0;136
0;0;1;813;0;18;0;18;0.023198651;;0;0;0;
;3;1;5060;8;54;0;0;0.020120724;;0;0;5;367
;1;1;592;0;10;0;0;0.023198651;;0;0;0;
0.5;1;1;1252;0;10;0.142857142857143;20;0.023198651;;0.25;0;1;1035
;1;1;4177;0;55;;0;0.031356486;;;0;0;1691
;;;1535;0;3;;0;0.031356486;;;;0;1436
;2;1;2687;1;6;;0;0.026860354;;;0;2;
;0;1;591;0;12;0;0;0.023198651;;0;0;0;
0;3;2;3584;0;50;0;9;0.031356486;;0;0;0;1445
;1;1;2034;0;30;0;0;0.031356486;4;0;0;0;8
0;0;1;265;0;8;0;7;0.023198651;;0;0;0;
;2;0;3040;1;17;;0;0.023198651;;;0;0;2531
;2;1;3604;3;32;2.75;0;0.023198651;1;;0;2;1451
;0;0;5277;0;30;;0;0.023198651;;;0;0;4666
0;1;1;761;0;12;0;13;0.023198651;;0;0;0;730
;1;1;6130;1;17;0.0588235294117647;0;0.023198651;2;;0;0;645
0.3;0;1;4118;1;73;0;0;0.023198651;;0;0;1;915
;1;1;2487;0;29;0.388888888888889;0;0.023198651;4;0.333333333333333;0;0;1969
;1;0;4499;0;18;;0;0.023198651;;;0;0;2906
;0;1;551;2;8;0;0;0.031356486;;0;0;1;487
;0;0;391;0;11;0;0;0.031356486;5;0;0;0;34
;0;0;738;4;9;0;0;0.023198651;1;;0;1;456
0;0;1;240;0;7;0;29;0.023198651;;0;0;0;
5;1;1;4499;1;60;0.428571428571429;40;0.020120724;11;0;0;0;
0;2;1;870;2;7;0;116;0.023198651;2;0;0;1;777
;1;2;1845;0;9;;0;0.026860354;;;0;0;1575
;0;1;909;0;8;0;0;0.023198651;;;0;0;666
;;;5095;1;58;;0;0.023198651;;;;0;1374
;0;1;500;3;1;0.5;22;0.023198651;;0.5;0;0;
;1;0;4095;0;4;;0;0.026860354;;;1;0;
0.466666666666667;8;1;4469;7;83;0;34;0.020120724;;0;0;0;2218
;1;1;608;0;10;0;0;0.031356486;;0;0;0;292
0;1;1;5315;0;24;0;42;0.023198651;;0;0;0;
0;2;1;3777;0;24;0;4;0.023198651;;0;0;0;
;0;0;;0;0;0;0;0.023198651;;0;0;0;
;0;1;2519;0;10;0.178571428571429;0;0.023198651;;0.6;0;0;
6.3;0;1;6095;1;37;0.06;4;0.023198651;;0.0416666666666667;1;1;
0.588235294117647;1;1;5115;0;106;0.228070175438596;63;0.023198651;;0.0740740740740741;0;0;
2.66666666666667;0;0;2514;7;19;0.533333333333333;45;0.020120724;;0.727272727272727;0;3;
0.0769230769230769;1;1;405;0;8;0;53;0.023198651;;0;0;0;378
;1;1;5095;0;28;0;0;0.020120724;;;0;0;395
0;0;1;2273;2;99;0;22;0.023198651;;0;0;1;291
;0;1;966;0;18;0;0;0.023198651;;;0;0;
;0;1;285;0;8;0;2;0.023198651;7;0;0;0;
0.75;1;0;5183;3;228;0.0588235294117647;0;0.023198651;4;0;0;3;128
;0;0;748;0;18;0;0;0.031356486;;0;0;0;
0;0;1;424;0;13;0;47;0.023198651;;0;0;0;
;1;0;3959;0;9;;0;0.031356486;;;0;0;4190
3.70833333333333;0;1;4500;1;66;0.369565217391304;14;0.020120724;;0.0833333333333333;0;1;632
;;;4865;0;25;;0;0.023198651;1;;;0;1815
;0;0;5462;0;3;;0;0.023198651;;;2;0;
7.38461538461539;2;0;5271;2;81;1.92857142857143;0;0.026860354;;3.18181818181818;0;2;3689
;;;4655;0;2;;0;0.031356486;;;;0;4543
0;1;1;2781;0;39;0;51;0.020120724;;0;0;0;2474
0.342105263157895;1;2;1268;0;32;0.352941176470588;9;0.023198651;;0.666666666666667;0;0;198
0.162162162162162;0;1;844;0;36;0.162162162162162;125;0.023198651;;0;0;0;
;0;1;1375;2;47;0;1;0.031356486;3;0;0;2;325
;0;1;4306;0;77;0;0;0.020120724;;;0;0;417
;1;0;1448;0;4;0;0;0.023198651;;;0;0;1123
;0;0;4467;0;6;0;10;0.023198651;;0;0;0;4346
;0;0;538;0;16;0;2;0.023198651;;0;0;0;
1;1;0;4563;0;179;0;34;0.020120724;1;0;0;0;1060
;1;3;1500;2;123;0;21;0.023198651;;0;0;2;239
1;1;1;644;0;26;0.0740740740740741;48;0.023198651;;0.105263157894737;0;0;179
;0;0;111;0;3;0;7;0.023198651;;0;0;0;
;0;1;385;0;10;0;0;0.023198651;2;0;0;0;74
0.5;0;1;788;0;31;0;56;0.023198651;;0;0;0;117
2.8;2;1;3794;1;64;0.333333333333333;0;0.023198651;;0.166666666666667;0;1;10
0.222222222222222;1;0;589;2;15;0.222222222222222;6;0.023198651;;0.166666666666667;0;0;
;0;1;;0;0;0;0;0.023198651;;0;0;0;
0.0697674418604651;2;1;5351;0;124;0.0701754385964912;50;0.023198651;3;0.0416666666666667;0;0;432
0;0;1;768;0;9;0;7;0.031356486;;0;0;0;
;;;4239;0;33;;0;0.023198651;;;;0;2167
0.5;0;1;2031;1;67;0.0192307692307692;68;0.020120724;;0;0;0;1226
7;0;0;4151;4;42;0;14;0.023198651;;0;0;1;111
;;;5521;0;39;0;0;0.031356486;;0;;0;255
0;4;1;904;1;29;0;35;0.023198651;2;0;0;0;221
;6;1;2261;1;24;0;23;0.023198651;3;0;0;0;1030
;1;1;4633;0;35;0.153846153846154;0;0.031356486;;0;0;0;1103
;2;0;747;4;3;0;0;0.023198651;2;;0;2;618
0;2;1;6206;2;81;0;0;0.023198651;1;0;0;0;107
;;;5873;0;54;;0;0.031356486;;;;0;1741
0;0;1;736;4;30;0;49;0.023198651;10;0;0;4;69
0.5;2;1;2460;7;51;0;49;0.023198651;;0;0;5;342
0.875;1;1;2508;2;68;0;103;0.023198651;;0;0;1;73
;0;1;739;0;4;0;0;0.023198651;3;;0;0;609
1.73333333333333;1;1;1274;0;18;1.15384615384615;0;0.023198651;;;0;0;592
0.0625;4;1;4332;0;29;0;9;0.023198651;;0;0;0;2342
;2;0;806;12;19;0;0;0.031356486;;0;0;14;361
1.66666666666667;0;1;2441;0;68;0.0285714285714286;48;0.023198651;4;0.0833333333333333;0;0;24
0.0285714285714286;0;0;571;7;34;0.0285714285714286;25;0.023198651;;0.0357142857142857;0;7;
;;;4128;0;15;;0;0.023198651;3;;;0;1667
0.261538461538462;0;0;1223;19;43;0.274193548387097;27;0.023198651;10;0;0;5;279
0;1;0;1156;0;26;0;12;0.023198651;;0;0;0;533
;0;1;792;1;5;0;0;0.023198651;;;0;0;630
;2;1;4001;4;49;0;0;0.020120724;7;0;0;2;177
;3;1;4400;2;107;;0;0.031356486;1;;0;0;2875
;1;1;406;0;12;0;0;0.023198651;;0;0;0;198
;;;496;1;12;0;0;0.023198651;;0;;0;
;0;0;846;1;10;0;0;0.031356486;;;0;0;
;2;0;609;16;33;0.0784313725490196;49;0.031356486;;0.133333333333333;0;10;37
0;7;1;2429;1;20;0;25;0.023198651;;0;0;6;
0;1;1;2046;5;34;0;0;0.023198651;6;0;0;1;156
0;0;1;826;1;21;0;51;0.023198651;;0;0;0;
0.285714285714286;3;1;647;6;44;0.0384615384615385;21;0.023198651;2;0.05;0;0;
0.5;0;1;5602;0;31;0;4;0.023198651;;0;0;0;1391
3.66666666666667;1;1;2312;9;105;0.169014084507042;60;0.023198651;1;0;0;2;81
0;0;1;1021;0;25;0;21;0.020120724;;0;0;0;
4;0;1;945;0;24;0.32;9;0.023198651;2;1;0;0;245
;1;1;1818;0;14;0.125;0;0.031356486;;;0;0;1650
0.285714285714286;0;1;2011;0;7;0;0;0.023198651;;0;0;0;
0;1;0;1408;2;34;0;0;0.023198651;1;0;0;2;1091
;;;2266;0;10;;0;0.026860354;;;;0;1759
;1;1;4766;0;62;0;0;0.023198651;1;;0;0;1016
;0;1;934;0;18;0;0;0.023198651;;0;0;0;
;;;2795;2;9;;0;0.023198651;;;;2;
3.16666666666667;0;2;2962;4;103;0;28;0.020120724;;0;0;1;1423
0.0327868852459016;0;1;3254;7;59;0;49;0.023198651;;0;0;4;24
0;0;1;2830;1;67;0;53;0.023198651;;0;0;1;
;0;0;2562;0;1;;0;0.031356486;;;0;0;2525
0.205882352941176;1;1;5218;1;75;0;58;0.023198651;;0;0;0;322
;4;1;5049;2;56;0;0;0.020120724;2;;0;2;430
1.15384615384615;0;0;4801;0;10;0;0;0.023198651;;0;0;0;
;0;1;4071;0;31;0;15;0.023198651;3;0;0;0;
;1;0;4637;0;15;;0;0.026860354;;;0;0;3609
;4;1;3329;1;57;0;0;0.031356486;2;0;0;0;360
;2;0;5699;0;4;;0;0.026860354;;;3;0;
9.70588235294118;0;1;4818;0;72;0.222222222222222;51;0.023198651;2;0.222222222222222;0;0;2245
0.0584415584415584;1;1;5628;1;150;0;27;0.023198651;;0;0;1;5
0;0;1;1075;3;36;0;70;0.023198651;;0;0;103;392
0.857142857142857;0;1;3172;1;24;0;4;0.023198651;1;0;0;1;2510
;1;0;2010;0;2;;0;0.023198651;1;;0;0;1948
0.333333333333333;0;1;1149;4;16;0.333333333333333;8;0.023198651;2;0.448275862068966;0;3;951
0.5;2;1;3801;0;72;0;54;0.023198651;2;0;0;0;534
0.368421052631579;1;1;5382;0;177;0;108;0.023198651;1;0;0;0;857
2;0;0;4370;0;36;0.416666666666667;48;0.023198651;1;0.266666666666667;0;0;1217
0;0;1;611;2;7;0;9;0.023198651;;0;0;0;487
0.84375;4;0;1244;33;25;0.964285714285714;43;0.023198651;;0;0;16;717
;1;1;1335;3;29;0.0416666666666667;0;0.026860354;;0;0;1;
;1;2;3554;6;64;0.467741935483871;68;0.023198651;2;0;2;1;56
;0;1;5942;1;29;0.461538461538462;0;0.020120724;6;0;0;0;230
0.0857142857142857;1;1;5594;0;109;0.217391304347826;69;0.020120724;2;0.833333333333333;0;0;424
;3;0;3648;0;13;0;12;0.023198651;2;;0;0;562
;0;2;723;0;25;0;0;0.020120724;9;0;0;0;265
;0;1;250;1;8;0;4;0.023198651;3;0;0;1;
;;;840;0;12;0;0;0.023198651;;;;0;
0.0666666666666667;0;1;4451;3;86;0;8;0.023198651;4;0;0;0;122
;0;0;4246;0;12;;0;0.031356486;;;0;0;
;0;0;2984;0;18;;0;0.026860354;;;0;0;2009
;1;1;3167;0;22;0;3;0.031356486;;0;0;0;1069
0;0;1;4530;0;32;0;0;0.023198651;;0;0;0;
;0;1;294;0;9;0;15;0.023198651;;0;0;0;
;1;1;273;0;5;0;0;0.023198651;;0;0;0;116
0.0895522388059701;0;1;4117;5;51;0.113207547169811;57;0.023198651;;0.0416666666666667;0;2;504
;1;1;917;1;23;0;0;0.023198651;6;;0;0;414
1;1;1;2725;2;32;0.148148148148148;20;0.023198651;2;0.142857142857143;0;1;260
;0;1;574;0;14;0;0;0.023198651;;0;0;0;79
;0;1;385;0;12;0;0;0.023198651;;0;0;0;
;0;0;1765;0;35;0;0;0.031356486;;;0;0;1065
;1;0;2394;0;3;;0;0.026860354;1;;0;0;2303
0.5;0;1;1565;0;37;0;25;0.023198651;4;0;0;0;556
;;;1493;0;4;;0;0.026860354;;;;0;
0.0476190476190476;0;1;2246;2;21;0;17;0.023198651;;0;0;6;639
;0;0;340;3;8;1.5;2;0.031356486;;1.5;0;2;
0.15;1;1;5520;0;17;0;4;0.023198651;;0;0;0;
;5;2;5654;0;57;0;0;0.023198651;1;0;0;0;323
