AVGDPD0_EVER;CNTGOODPOS;CNTUNIQUEPHONES;FIRSTADATENOTRD;CNTUNSUCCESSFULWEEKS24M;INSTALMENTCNTPAIDINTIME;AVGDPD0_36M;NUMINSTTOPAYGR;TEXTLASTRISKPRODCOMBINATION;PARTEPCOUNT;AVGDPD0_12M;CODEPAIDOFFAFTERDPD;NUMREJECTS9M;LASTFULLEPDATE
;0;1;1843;0;13;0;0;0.023198651;;;0;0;480
;1;1;623;0;1;0;0;0.023198651;;;0;0;599
0.5;0;1;824;1;25;0.0384615384615385;34;0.020120724;;0.0833333333333333;0;2;
0;4;1;2085;2;46;0;0;0.023198651;;0;0;0;745
;2;1;3587;0;40;0;0;0.023198651;3;0;0;0;123
0.0130718954248366;1;0;4927;7;106;0.02;70;0.020120724;;0;0;6;408
;1;1;1274;0;51;0;0;0.023198651;4;0;0;0;561
0;1;1;5591;0;35;0;0;0.020120724;;0;0;0;270
;0;1;919;3;58;0;14;0.023198651;10;0;0;0;92
0.6;1;1;4037;4;54;0.0666666666666667;33;0.023198651;;0;0;3;96
;2;0;4928;0;20;;0;0.023198651;;;0;0;2295
;0;0;1592;0;10;;0;0.023198651;;;0;0;
;0;0;3055;0;12;;0;0.026860354;;;0;0;
;1;1;4923;0;26;1.5;0;0.023198651;;;0;0;
;0;1;519;0;12;0;0;0.023198651;;0;0;0;
;0;0;618;0;5;0;1;0.031356486;;0;0;0;
0.470588235294118;11;0;5384;48;149;0.150537634408602;45;0.031356486;1;0.333333333333333;0;43;1659
;1;0;1115;0;2;0;0;0.023198651;;0;0;0;275
1;1;0;4563;0;179;0;34;0.020120724;1;0;0;0;1060
0.0188679245283019;6;1;3569;0;52;0;5;0.023198651;1;0;0;0;2385
;1;1;3098;0;22;0;0;0.031356486;5;0;0;0;189
;0;1;293;0;9;0;1;0.023198651;;0;0;0;
;0;1;237;0;7;0;11;0.023198651;;0;0;0;
;1;1;5179;0;84;0.697674418604651;0;0.023198651;1;0;0;0;
1;0;1;4364;0;39;0;44;0.023198651;;0;0;0;145
17.7;0;1;5030;3;35;0.037037037037037;15;0.023198651;1;0;0;3;341
;2;1;4599;0;30;0;0;0.031356486;;;0;0;486
;0;2;2848;0;38;0;0;0.023198651;;0;0;0;271
;0;1;149;0;4;0;8;0.023198651;;0;0;0;
;0;1;471;0;7;0;0;0.023198651;;0;0;0;259
0.5;1;0;692;2;29;0.0645161290322581;11;0.023198651;;0;0;1;
0;2;1;1312;0;24;0;52;0.023198651;;0;0;0;239
0;0;0;235;0;7;0;58;0.023198651;;0;0;0;82
;2;1;3580;0;63;0;0;0.023198651;;0;0;0;76
;;;5241;0;16;;0;0.023198651;;;;0;3875
;0;0;3833;0;9;;0;0.031356486;;;0;0;3562
;0;1;1687;1;23;0;0;0.023198651;1;;0;1;614
0.4;0;1;1942;2;9;0;19;0.023198651;;0;0;2;1771
7.23076923076923;1;0;3563;0;37;0;10;0.023198651;;0;0;0;
;2;1;3587;0;40;0;0;0.023198651;3;0;0;0;123
0;0;0;2911;0;9;0;69;0.023198651;3;0;0;0;
2;0;1;682;2;22;0.173913043478261;58;0.023198651;1;0;0;0;411
0.0689655172413793;2;1;3410;3;28;0;9;0.023198651;;0;0;4;2467
0.5;2;1;3801;0;72;0;54;0.023198651;2;0;0;0;534
;0;1;1346;0;35;0;0;0.023198651;1;0;0;0;
3.85294117647059;1;1;3044;3;28;0.0454545454545455;2;0.023198651;;0.0833333333333333;1;0;
;;;3026;0;1;;0;0.031356486;;;;0;
0;1;1;2156;0;60;0;23;0.023198651;13;0;0;0;1466
;1;1;1965;0;19;0;0;0.023198651;4;0;0;0;192
;0;1;406;0;9;0;0;0.023198651;10;0;0;0;125
;;;2483;0;6;;0;0.026860354;;;;0;2302
;1;0;4328;0;27;;0;0.023198651;;;2;0;
3.33333333333333;1;1;2745;2;28;0.37037037037037;21;0.020120724;;0.5;0;2;2653
;;;3920;0;19;;0;0.026860354;;;;0;1817
;0;1;875;0;4;0;0;0.023198651;;;0;0;733
;0;1;372;1;10;0;0;0.023198651;;0;0;1;
;0;1;840;3;17;0.0555555555555556;0;0.023198651;1;0;0;0;333
;3;1;2747;0;27;0;0;0.020120724;;;0;0;1055
;1;1;270;0;8;0;4;0.031356486;1;0;0;0;
0.027027027027027;0;1;955;2;37;0;99;0.023198651;11;0;0;0;491
0.162962962962963;2;1;3320;0;122;0.142857142857143;18;0.023198651;6;0.0357142857142857;0;0;1248
0.492647058823529;4;1;3021;4;96;0.0810810810810811;45;0.023198651;2;0;0;2;64
0.0253164556962025;1;2;3645;1;78;0;52;0.023198651;2;0;0;0;348
;1;1;857;0;4;0;20;0.023198651;;0;0;0;
;0;1;586;1;16;0;0;0.031356486;;0;0;0;
0;0;1;803;0;27;0;16;0.020120724;7;0;0;0;584
0.0454545454545455;7;2;3114;2;65;0.0731707317073171;45;0.023198651;;0.125;0;4;1253
;;;4389;0;11;;0;0.023198651;;;;0;3304
0.0746268656716418;2;1;2013;8;64;0.147058823529412;24;0.023198651;1;0.111111111111111;0;4;604
0.0769230769230769;3;1;5573;0;98;0.0344827586206897;26;0.023198651;;0;0;0;542
;0;0;3228;0;7;;0;0.026860354;;;0;0;
;5;2;4593;0;55;0;0;0.023198651;;0;0;0;29
;0;0;371;0;10;0;14;0.023198651;;0;0;0;
;0;0;4270;0;7;;0;0.031356486;;;0;0;
;0;2;3769;0;35;6.25;0;0.023198651;;;0;0;
0;0;1;623;0;14;0;8;0.023198651;1;0;0;1;313
0.686440677966102;9;1;1803;10;49;0;0;0.023198651;;0;0;5;
0;0;1;3182;0;11;0;5;0.023198651;;0;0;0;
0.277777777777778;0;1;1676;0;17;0;10;0.023198651;;0;0;0;
0.0294117647058824;2;1;3074;1;34;0;16;0.031356486;;0;0;0;3013
;0;1;371;0;8;0;0;0.023198651;;0;0;0;121
;0;0;2730;0;1;;0;0.026860354;;;0;0;2679
2.08108108108108;0;1;3880;0;27;0;3;0.023198651;;0;0;0;2335
;0;0;1235;1;14;0;0;0.023198651;;;0;1;
;;;4531;0;12;0;0;0.023198651;;;;0;
;0;0;231;0;6;0.428571428571429;5;0.023198651;;0.428571428571429;0;0;
;0;0;1483;0;1;;0;0.031356486;;;0;0;1420
;3;0;4456;2;27;0;0;0.031356486;;;0;0;2878
;0;2;1561;3;0;0.1;0;0.023198651;;0.1;0;3;
0.270833333333333;0;1;2953;1;41;0;58;0.023198651;1;0;0;0;207
0.741573033707865;0;1;4522;0;33;0;36;0.023198651;;0;0;0;2333
;0;0;101;0;3;0;9;0.023198651;;0;0;0;
;0;1;5385;0;31;1.5;0;0.023198651;;0;0;0;349
;2;0;1381;0;28;0.04;0;0.023198651;;;0;0;534
;0;0;362;0;4;0;0;0.031356486;;0;0;0;217
;0;0;4371;0;11;;0;0.031356486;;;0;0;
;1;1;1460;1;29;0;0;0.023198651;8;0;0;0;1305
;1;1;281;1;13;0;17;0.023198651;;0;0;1;
;1;1;3442;4;53;0.36;0;0.031356486;1;0;0;0;698
;0;0;3772;0;12;;0;0.031356486;;;0;0;
0;0;1;848;0;23;0;49;0.023198651;1;0;0;0;
;1;1;779;0;12;1.63636363636364;0;0.026860354;;0;0;0;
;0;1;355;1;10;0;0;0.023198651;;0;0;1;42
;1;0;1717;1;4;;0;0.023198651;;;0;0;
;;;4239;1;25;0;0;0.023198651;;0;;0;264
;;;2499;0;74;0.116279069767442;0;0.020120724;3;0;;0;104
;0;1;3426;2;40;1.65217391304348;0;0.023198651;7;;0;0;2617
0;0;1;1413;1;15;0;21;0.023198651;4;0;0;0;466
0;0;0;4867;0;15;0;5;0.023198651;;0;0;0;4513
0;0;1;1301;4;20;0;70;0.020120724;;0;0;4;786
;0;0;126;0;3;0;9;0.023198651;;0;0;0;
;0;0;2412;1;1;;0;0.026860354;;;0;0;2378
;0;1;386;1;11;0;0;0.031356486;;0;0;1;45
0;1;1;4302;1;62;0;28;0.023198651;10;0;0;1;727
;2;1;1001;0;15;0;0;0.023198651;1;;0;0;540
;;;4551;0;19;;0;0.023198651;;;;0;
0.0549450549450549;0;1;4848;0;23;0.0277777777777778;0;0.023198651;;0.0833333333333333;0;0;
1;2;1;1943;0;57;0.0909090909090909;22;0.023198651;1;0;0;0;
;3;1;4304;0;35;0.115384615384615;0;0.023198651;;0;0;0;153
;0;1;606;0;6;0;0;0.023198651;;;0;0;419
0;0;0;2056;1;79;0;16;0.020120724;;0;0;0;1023
;0;0;2385;4;24;;0;0.023198651;;;0;2;
0;1;1;1283;0;29;0;12;0.023198651;;0;0;0;969
;2;1;2980;1;16;0;0;0.023198651;;;0;1;692
0.0289855072463768;0;1;1800;8;43;0;56;0.023198651;1;0;0;4;404
0;1;1;4506;0;19;0;13;0.023198651;11;0;0;0;
0.0774193548387097;1;1;4675;1;152;0.181818181818182;68;0.020120724;1;0;0;1;4305
0.17948717948718;0;1;974;18;36;0.153846153846154;13;0.023198651;4;0;0;8;
;0;0;801;0;9;0;0;0.031356486;;;0;0;492
0;0;1;1572;0;51;0;48;0.020120724;;0;0;0;1107
;0;1;774;5;22;0;0;0.023198651;8;0;0;0;109
;0;2;3764;0;113;0;0;0.023198651;4;;0;0;422
0;2;1;1234;2;24;0;0;0.023198651;;0;0;2;
0.435897435897436;0;1;2364;0;38;0.548387096774194;10;0.023198651;;0;0;0;551
0.5;2;1;5559;0;42;0;8;0.020120724;;0;0;0;3323
;3;1;5052;1;68;0;0;0.031356486;;0;0;1;1373
0.363636363636364;0;1;2384;0;20;0;5;0.023198651;3;0;0;0;47
0.5;0;0;2137;4;41;0;0;0.023198651;;0;0;2;1158
0;0;1;2831;2;11;0;0;0.023198651;1;0;0;1;557
;2;1;5890;0;41;0;0;0.023198651;1;;0;0;722
;2;0;5577;0;5;;10;0.026860354;;;1;0;
;0;1;1855;0;14;0;0;0.023198651;1;;0;0;798
11.8181818181818;2;1;1541;0;21;0.44;0;0.023198651;;0.444444444444444;0;0;30
0;1;1;2863;0;56;0;21;0.023198651;10;0;0;0;99
;1;0;4737;0;4;;0;0.031356486;;;0;0;
;;;3148;0;7;;0;0.031356486;;;;0;2257
;0;0;42;1;1;0;11;0.023198651;;0;0;1;
0;0;1;4551;0;81;0;0;0.023198651;;0;0;0;3952
;0;1;227;0;7;0;17;0.023198651;5;0;0;0;
;0;1;655;0;9;0;3;0.023198651;;0;0;0;
;0;0;1587;0;10;;0;0.023198651;;;0;0;
0.0212765957446809;2;1;4106;6;46;0;15;0.023198651;11;0;0;3;624
0.208333333333333;0;1;1122;1;44;0.208333333333333;46;0.020120724;;0;0;0;439
;0;1;749;3;19;0;0;0.023198651;;0;0;1;157
;;;5186;0;8;;0;0.023198651;;;;0;
2;3;1;3493;5;29;0.25;18;0.023198651;;0.428571428571429;0;3;162
1.35294117647059;1;0;4147;2;35;0;0;0.023198651;;0;0;1;8
;0;1;4514;0;29;0;0;0.023198651;;0;0;0;10
;1;1;393;0;3;0;0;0.023198651;1;0;0;0;279
1.5;2;1;2065;6;61;0;20;0.020120724;6;0;0;2;688
;0;1;523;2;3;0;0;0.023198651;2;0;0;8;261
;2;0;2566;2;25;0;0;0.026860354;;;0;0;1995
;0;1;794;3;16;0;0;0.023198651;;0;0;2;595
0.5;3;0;2110;0;22;0;10;0.023198651;;0;0;0;
1.63636363636364;0;1;1718;1;10;1.05882352941176;0;0.023198651;;0.25;0;0;
;0;1;5348;1;53;;0;0.023198651;;;0;0;1878
0.0238095238095238;0;1;5106;0;41;0;52;0.023198651;;0;0;0;
;2;1;1160;5;24;0;18;0.023198651;;;0;0;
;1;0;149;0;4;0;20;0.023198651;;0;0;0;
0;0;1;569;6;18;0;0;0.023198651;;0;0;1;
1.66666666666667;4;1;5214;2;97;0;0;0.023198651;;0;0;1;26
;0;1;1211;2;18;0;0;0.020120724;1;;0;0;621
1.5;1;2;3807;5;63;0.138888888888889;24;0.020120724;2;0.416666666666667;0;5;1574
;;;4071;1;16;;0;0.023198651;;;;1;
0.9375;0;1;518;1;9;0.9375;20;0.023198651;2;0.916666666666667;0;1;
0.583333333333333;1;2;2746;0;30;0.5;46;0.023198651;1;0.583333333333333;0;0;2111
1.5;0;3;3192;0;48;0;28;0.023198651;;0;0;0;1531
;1;1;5600;1;8;;0;0.023198651;;;0;0;
;4;1;3186;0;69;0;0;0.020120724;5;;0;0;770
;;;484;2;2;0;0;0.031356486;;;;0;422
;1;0;2945;0;20;0.321428571428571;0;0.023198651;;0.142857142857143;0;0;416
;1;1;1732;1;36;0;0;0.023198651;11;0;0;0;329
;3;1;4867;5;81;0;0;0.023198651;;;0;1;781
0.0178571428571429;0;1;727;14;56;0;50;0.020120724;1;0;0;9;401
0;1;1;1983;2;69;0;16;0.023198651;7;0;0;0;233
;1;1;1969;0;33;0;0;0.023198651;1;;0;0;415
;;;2700;1;27;;0;0.023198651;;;;0;2609
;1;0;1839;0;6;;0;0.026860354;;;0;0;
2.66666666666667;0;1;4864;0;19;0.833333333333333;12;0.023198651;;0.833333333333333;0;0;4343
0;4;1;972;2;40;0;0;0.031356486;;0;0;0;25
0;0;1;333;1;10;0;37;0.023198651;;0;0;1;
2.66666666666667;2;1;4908;2;78;0;16;0.020120724;1;0;0;1;708
;4;1;4885;4;32;0.75;0;0.023198651;;0;0;0;125
2.75;2;1;2818;2;92;0.239130434782609;49;0.023198651;;0.384615384615385;0;1;321
;1;1;5183;1;93;;0;0.023198651;;;0;0;2168
;2;1;285;3;5;0;0;0.026860354;;0;0;4;130
0.0625;1;1;1589;3;79;0.0806451612903226;2;0.023198651;;0.238095238095238;0;2;
0.5;2;1;1309;4;105;0.01;73;0.020120724;1;0;0;3;272
;1;1;1812;0;11;;0;0.023198651;;;0;0;
;1;0;3123;0;10;0;0;0.023198651;;;0;0;2972
0.063953488372093;0;1;4206;2;110;0.0746268656716418;36;0.023198651;18;0;0;0;228
0.385964912280702;0;1;5672;2;55;0.0526315789473684;34;0.023198651;2;0.0869565217391304;0;2;646
;8;1;5742;1;93;1.16129032258065;0;0.020120724;1;;0;0;467
0.666666666666667;5;0;2156;2;16;0;18;0.023198651;;0;0;3;1706
3;2;1;800;1;37;0.409090909090909;9;0.023198651;3;0.166666666666667;0;1;81
0;1;1;4675;0;24;0;6;0.023198651;;0;0;0;2432
;3;0;1805;0;6;;0;0.026860354;;;0;0;
0;1;0;794;18;58;0;0;0.023198651;1;0;0;14;20
0.161616161616162;0;0;2346;6;70;0;0;0.023198651;5;0;0;3;246
;1;1;1694;3;28;0.833333333333333;0;0.023198651;;0.666666666666667;0;0;
0;0;1;1572;0;51;0;48;0.020120724;;0;0;0;1107
;0;0;4437;0;4;;0;0.026860354;;;0;0;
;1;1;476;1;27;0;45;0.023198651;;0;0;2;
;2;0;5562;0;44;;0;0.023198651;;;0;0;3061
;0;0;2220;0;4;;0;0.031356486;;;0;0;2096
0.5;1;1;4073;0;99;0;0;0.023198651;8;0;0;0;1000
0;0;1;2146;0;22;0;112;0.023198651;1;0;0;0;148
;1;1;72;0;2;0;9;0.023198651;;0;0;0;
;0;1;5298;0;19;;0;0.023198651;2;;0;0;1880
;0;1;375;0;12;0;0;0.023198651;;0;0;0;
;;;2292;0;1;;0;0.031356486;;;;0;2262
0;1;1;3946;0;45;0;8;0.023198651;2;0;0;0;107
;1;0;3108;0;14;;0;0.031356486;;;0;0;1313
0;0;1;636;0;20;0;30;0.023198651;1;0;0;1;269
0;0;1;707;1;34;0;24;0.023198651;9;0;0;0;403
0;0;1;2713;0;11;0;120;0.023198651;;0;0;0;14
;0;1;806;0;9;0;0;0.023198651;;;0;0;520
;0;0;5421;0;10;;0;0.023198651;;;0;0;
0;2;0;3432;0;37;0;0;0.023198651;1;0;0;0;235
0.0555555555555556;1;1;2388;0;18;0;14;0.023198651;1;0;0;0;1270
4.12;0;1;4699;0;36;0;0;0.020120724;;0;0;0;
;0;1;394;4;8;1.6;24;0.023198651;;1.6;0;2;
;3;1;3004;5;44;0;0;0.031356486;1;;0;1;1197
0;3;0;1331;0;85;0;59;0.023198651;;0;0;0;
0.5;1;0;4640;0;55;0;23;0.020120724;11;0;0;0;2565
8.14285714285714;0;1;1273;1;34;1.55263157894737;15;0.020120724;;1.5;0;0;622
;0;0;3349;0;46;;0;0.023198651;;;0;0;1713
2.5;1;2;2676;5;77;0.447368421052632;40;0.020120724;;0.0833333333333333;0;4;579
4.5;2;1;5729;0;133;1.5;66;0.023198651;;0;0;0;5353
;0;1;262;3;8;0;10;0.023198651;;0;0;3;
0;0;3;2669;1;39;0;45;0.023198651;;0;0;1;
;0;0;2249;0;18;0;0;0.031356486;;;0;0;1109
0.869047619047619;0;1;5378;0;35;0;94;0.023198651;;0;0;0;2363
;0;0;1827;0;11;;0;0.031356486;;;0;0;1285
;;;4186;0;6;;0;0.031356486;;;;0;4005
0.136690647482014;0;2;2754;5;70;0;53;0.023198651;1;0;0;0;850
1.47368421052632;4;2;4647;3;182;0.0943396226415094;36;0.020120724;;0.0416666666666667;0;1;1294
0;0;2;777;1;36;0;144;0.023198651;2;0;0;0;
;0;0;2061;0;2;;0;0.023198651;;;0;0;1941
;;;678;0;5;0;0;0.023198651;2;;;0;514
0.176470588235294;0;2;4034;3;89;0.0625;15;0.020120724;;0;0;0;3262
;5;1;4782;3;43;0;10;0.023198651;;0;0;3;872
;2;1;4600;0;74;0;0;0.023198651;3;;0;0;508
;0;1;910;0;15;0;0;0.020120724;1;;0;0;475
;;;1369;1;8;0;0;0.023198651;;;;0;1121
0;0;1;1497;2;22;0;0;0.023198651;;0;0;0;
0;0;1;738;14;28;0;96;0.023198651;;0;0;10;366
;0;0;793;2;17;0.333333333333333;0;0.023198651;;0;0;2;
;0;0;175;1;2;0;0;0.023198651;;0;0;0;113
0;1;1;3877;2;25;0;5;0.023198651;;0;0;1;3696
;0;1;4923;0;9;0;0;0.023198651;;0;0;0;
;0;2;3395;4;45;0;0;0.020120724;;0;0;0;367
;2;0;1740;2;26;6.18518518518519;0;0.023198651;;1.16666666666667;2;0;
;1;0;4328;0;27;;0;0.023198651;;;2;0;
;0;1;786;2;9;0;0;0.026860354;;;0;2;503
;;;4865;0;25;;0;0.023198651;1;;;0;1815
;2;1;4170;3;78;0;0;0.020120724;;;0;0;428
;1;1;3559;0;25;;0;0.023198651;;;0;0;
;0;1;121;0;3;0;8;0.023198651;3;0;0;0;
;0;0;5049;0;2;;0;0.026860354;;;0;0;4988
0;4;1;1598;1;15;0;5;0.023198651;;0;0;0;1288
;2;1;3115;0;64;;0;0.020120724;1;;0;0;2237
;0;0;4527;0;24;;0;0.031356486;;;0;0;3209
1.66666666666667;0;1;2441;0;68;0.0285714285714286;48;0.023198651;4;0.0833333333333333;0;0;24
0;0;1;1144;2;37;0;17;0.031356486;;0;0;1;169
0;0;0;2495;2;41;0;33;0.023198651;1;0;0;0;93
0.111111111111111;2;1;938;1;42;0.032258064516129;3;0.023198651;3;0.0571428571428571;0;0;597
;10;0;2726;6;111;0;26;0.023198651;1;0;0;1;120
0;2;1;1782;0;14;0;11;0.023198651;13;0;0;0;1771
0;0;1;2308;0;32;0;0;0.023198651;7;0;0;0;9
0;1;1;1610;0;22;0;0;0.023198651;4;0;0;0;135
;0;1;1329;0;22;0;0;0.023198651;1;;0;0;
0.0857142857142857;1;1;5594;0;109;0.217391304347826;69;0.020120724;2;0.833333333333333;0;0;424
0;0;1;678;0;42;0;18;0.023198651;1;0;0;0;
0.0256410256410256;6;1;1510;3;38;0.0357142857142857;15;0.023198651;;0.0526315789473684;0;3;833
;1;0;4928;13;9;;0;0.026860354;;;0;12;4369
1;2;1;3149;0;100;0;14;0.020120724;4;0;0;0;710
;3;1;4301;0;16;0.0909090909090909;0;0.020120724;;0;0;0;229
;3;0;5195;6;69;0;0;0.023198651;;0;0;4;
;0;0;480;0;5;0;19;0.023198651;;0;0;0;
0;0;0;881;0;0;0;0;0.023198651;;0;0;0;
14.5384615384615;1;1;5460;2;27;0;0;0.023198651;;0;0;2;
0.5;0;1;3254;8;21;0;65;0.023198651;1;0;0;5;2129
0.0192307692307692;0;1;5503;0;52;0;47;0.023198651;;0;0;0;378
;3;1;2271;0;35;0;0;0.023198651;;;0;0;714
0;3;1;1232;0;22;0;8;0.023198651;1;0;0;1;
0.648648648648649;1;0;4434;0;32;1.16666666666667;12;0.023198651;;1.16666666666667;0;0;1680
;0;1;5443;0;10;1;0;0.031356486;;2.5;0;0;
0.0857142857142857;1;1;5593;0;109;0.217391304347826;69;0.020120724;2;0.833333333333333;0;0;423
;3;1;3507;0;37;0;0;0.023198651;;;0;0;1984
;;;4108;0;58;0;0;0.023198651;4;0;;0;137
;0;0;691;0;6;0;0;0.023198651;1;;0;0;488
0;1;0;172;2;6;0;0;0.023198651;1;0;0;3;10
;0;1;4192;0;45;0;0;0.026860354;;;0;0;513
;0;0;135;0;1;0;0;0.023198651;;0;0;0;121
;1;0;3175;0;20;;0;0.023198651;;;0;0;
;0;1;871;2;17;0;0;0.023198651;;0;0;0;356
9.75;1;2;4147;1;63;0.0512820512820513;26;0.020120724;;0;0;0;999
;2;0;5231;1;30;;0;0.023198651;;;0;0;
;2;1;1409;1;29;0;0;0.026860354;11;0;0;1;137
0;2;1;5626;2;24;0;11;0.020120724;1;0;0;2;398
;;;2081;0;8;;0;0.026860354;;;;0;1901
0;0;1;1311;0;40;0;1;0.020120724;;0;0;0;1156
1.86046511627907;0;1;3156;0;29;0.730769230769231;28;0.023198651;;0;0;0;10
;1;0;1213;2;28;0.416666666666667;0;0.031356486;;0.5625;0;2;
;0;1;1578;8;45;0.03125;0;0.020120724;1;0.142857142857143;0;8;180
;2;1;5531;1;55;;0;0.023198651;;;0;1;3587
;0;1;238;1;7;0;9;0.023198651;;0;0;0;
;0;0;2676;0;7;;0;0.031356486;;;0;0;1869
;0;0;148;0;4;0;14;0.023198651;1;0;0;0;
;0;0;617;0;10;0;0;0.023198651;;0;0;0;
0;1;1;4124;1;18;0;48;0.023198651;1;0;0;1;
;2;1;1208;0;27;0.0740740740740741;0;0.023198651;;0;0;0;661
4.16216216216216;0;1;5894;0;46;0.03125;70;0.023198651;;0.0588235294117647;0;0;39
;;;1938;0;9;0;0;0.023198651;;;;0;1067
;1;0;4018;0;20;;0;0.026860354;;;0;0;3047
;4;1;483;0;10;0;0;0.031356486;;0;0;0;171
;0;0;1561;0;1;;0;0.023198651;;;0;0;1545
0;0;1;3808;2;37;0;0;0.023198651;;0;0;0;39
;0;0;2610;0;2;;0;0.031356486;;;0;0;2380
;0;1;2257;1;33;0;0;0.023198651;14;0;0;0;93
;0;1;4062;0;30;0;0;0.031356486;1;;0;0;672
;2;1;1775;1;31;0.466666666666667;0;0.023198651;;0.375;0;2;478
;0;0;2328;0;11;;0;0.023198651;;;0;0;
0.160714285714286;2;2;5399;8;48;0;0;0.023198651;;0;0;4;56
0;0;1;747;0;23;0;1;0.023198651;;0;0;0;
;0;1;1015;0;20;0.0769230769230769;0;0.023198651;;0;0;0;333
;0;0;1459;2;19;0.4;0;0.023198651;;;0;10;
0.234375;0;1;3878;1;58;0;9;0.031356486;;0;0;1;2115
;1;1;4164;0;43;0;0;0.020120724;;;0;1;746
;0;1;1218;0;33;0;0;0.020120724;;;0;0;530
;0;0;906;7;48;3.38961038961039;46;0.031356486;;3.91304347826087;0;14;59
;1;1;5385;5;60;0.333333333333333;0;0.031356486;2;0.142857142857143;0;5;2651
0;0;0;812;3;39;0;7;0.023198651;;0;0;1;394
0.00813008130081301;1;1;4601;0;45;0;0;0.023198651;;0;0;0;2102
;0;1;330;0;10;0;2;0.023198651;;0;0;0;
0;0;1;1310;1;54;0;12;0.023198651;1;0;0;1;
;1;0;4515;0;8;;0;0.031356486;;;0;0;
0;1;1;1849;0;20;0;10;0.023198651;;0;0;0;
;2;0;292;3;16;0;8;0.023198651;;0;0;4;
0;0;0;1370;3;56;0;4;0.031356486;;0;0;3;301
;0;0;82;2;2;0;8;0.023198651;;0;0;4;
;;;2522;1;6;;0;0.023198651;1;;;0;
;0;0;3094;0;7;;0;0.031356486;;;0;0;
0;0;1;1212;2;11;0;21;0.023198651;;0;0;4;952
10.3888888888889;0;0;850;10;32;4.78461538461538;14;0.023198651;11;1.92307692307692;2;17;34
0;0;1;1328;0;60;0;10;0.023198651;;0;0;0;
;1;1;1040;0;4;3;0;0.023198651;1;;0;0;819
0.457142857142857;1;1;1254;18;55;0.492063492063492;15;0.023198651;;0.35;0;14;1099
;1;1;2068;0;13;0;0;0.023198651;;;0;0;400
;3;0;4114;4;15;6;0;0.023198651;;0;0;2;218
;5;0;2599;2;2;;0;0.023198651;;;3;1;2448
9;1;0;2677;7;62;0.0192307692307692;39;0.023198651;1;0;0;4;168
;0;1;1097;1;6;0;0;0.023198651;;;0;1;901
;0;0;411;0;14;0;10;0.023198651;;0;0;0;
;0;0;535;2;33;0;8;0.023198651;;0;0;2;130
;1;0;3646;0;49;0;0;0.023198651;1;;0;0;680
;0;0;108;0;3;0;21;0.023198651;;0;0;0;
;0;0;1602;0;11;6;0;0.023198651;;;0;0;
3.25;5;0;952;12;26;0.448275862068966;5;0.023198651;;1.08333333333333;0;8;640
;0;0;151;2;7;0;41;0.023198651;;0;0;6;
0;3;2;1401;0;27;0;4;0.023198651;;0;0;0;52
;0;1;1020;9;9;24.5;0;0.023198651;;50.4285714285714;2;8;
;0;0;5751;1;6;;0;0.023198651;;;0;1;
;0;1;206;0;1;0;0;0.023198651;;0;0;0;155
0.0733333333333333;9;1;2602;15;78;0;0;0.031356486;;0;0;20;156
;;;3593;0;10;;0;0.026860354;;;;0;
;0;0;173;3;5;0;13;0.023198651;;0;0;7;
;0;0;2912;0;10;;0;0.031356486;;;0;0;
;0;0;4945;0;9;;0;0.031356486;;;0;0;4787
;0;0;2200;1;6;;0;0.023198651;;;0;0;
0.375;1;0;151;7;4;0.375;8;0.023198651;1;0.375;0;4;
0;2;1;3145;0;14;0;4;0.023198651;;0;0;0;
;0;0;818;3;5;109.4;0;0.031356486;4;;1;4;
;;;1852;1;11;;0;0.031356486;1;;;0;1515
;2;1;4783;3;13;0;0;0.023198651;;;0;1;4561
1.5;0;0;1241;1;30;0.272727272727273;0;0.023198651;;0.5;0;0;
;0;0;4702;0;9;;0;0.026860354;;;0;0;
;1;0;574;14;16;0.0588235294117647;4;0.023198651;;0;0;14;295
0.0263157894736842;0;2;666;2;38;0;5;0.023198651;1;0;0;8;3
;0;0;3116;0;9;;0;0.031356486;;;0;0;2658
;0;0;2009;0;2;;0;0.023198651;;;0;0;1949
;0;0;91;1;2;0;22;0.023198651;;0;0;2;
;1;1;1737;0;18;0.333333333333333;0;0.023198651;;;0;0;
;1;0;152;2;3;0.25;6;0.023198651;;0.25;0;1;
;0;1;1855;0;3;0;9;0.023198651;;0;0;0;
;5;1;5345;0;71;0;0;0.026860354;1;;0;0;
0.37037037037037;3;0;1041;18;77;0.4;47;0.023198651;1;0.15625;0;24;790
;0;0;668;2;2;1.42857142857143;3;0.023198651;;1.42857142857143;0;0;
;0;0;176;6;5;0;7;0.023198651;;0;0;9;
;0;0;2318;0;9;;0;0.026860354;;;0;0;
;0;2;1159;0;24;0;0;0.023198651;2;;0;0;
11.6666666666667;2;1;4887;0;14;0;6;0.031356486;2;0;0;0;2175
;1;0;5975;2;12;;0;0.026860354;;;0;0;
;1;1;2642;0;27;0;0;0.023198651;;0;0;0;355
;2;0;4606;0;143;0;0;0.020120724;;;0;0;
0;0;1;1189;4;29;0;0;0.023198651;1;0;0;2;422
;;;2435;4;28;4.2;0;0.031356486;5;;;0;1054
;1;0;585;7;9;0;3;0.023198651;1;0;0;6;
0.0606060606060606;1;0;3636;1;64;0.0882352941176471;0;0.023198651;;0.0833333333333333;0;1;1358
