AVGDPD0_EVER;CNTGOODPOS;CNTUNIQUEPHONES;FIRSTADATENOTRD;CNTUNSUCCESSFULWEEKS24M;INSTALMENTCNTPAIDINTIME;AVGDPD0_36M;NUMINSTTOPAYGR;TEXTLASTRISKPRODCOMBINATION;PARTEPCOUNT;AVGDPD0_12M;CODEPAIDOFFAFTERDPD;NUMREJECTS9M;LASTFULLEPDATE
;6;1;2261;1;24;0;23;0.023198651;3;0;0;0;
;0;1;4360;1;40;0.173913043;0;0.023198651;;;0;0;
;;;5873;0;54;;0;0.031356486;;;;0;
0.5;2;1;2460;7;51;0;49;0.023198651;;0;0;5;
;0;1;739;0;4;0;0;0.023198651;3;;0;0;
0;0;1;362;0;11;0;37;0.023198651;7;0;0;0;
;;;4623;0;5;;0;0.023198651;;;;0;
0.162162162;0;1;3897;1;33;0;5;0.023198651;;0;0;1;
0;2;1;2798;0;37;0;55;0.023198651;;0;0;0;
0;0;1;807;1;27;0;57;0.023198651;1;0;0;1;
;0;1;441;0;17;0;0;0.023198651;12;0;0;0;
;;;4128;0;15;;0;0.023198651;3;;;0;
;4;1;4788;0;40;;0;0.023198651;;;0;0;
;0;0;1712;0;2;;0;0.023198651;1;;0;0;
0.247863248;4;1;5647;11;68;0;0;0.023198651;1;0;0;4;
;0;1;2312;0;60;0.258064516;0;0.026860354;1;0;0;0;
;1;1;406;0;12;0;0;0.023198651;;0;0;0;
;0;0;3055;0;12;;0;0.026860354;;;0;0;
;;;4871;0;12;;0;0.026860354;;;;0;
;0;0;793;2;17;0.333333333;0;0.023198651;;0;0;2;
0;7;1;2429;1;20;0;25;0.023198651;;0;0;6;
0;1;1;2046;5;34;0;0;0.023198651;6;0;0;1;
;1;0;1115;0;2;0;0;0.023198651;;0;0;0;
;0;1;1076;0;15;1.083333333;0;0.023198651;1;2.4;0;0;
;1;0;2971;0;10;;0;0.026860354;;;0;0;
;1;1;3098;0;22;0;0;0.031356486;5;0;0;0;
0;0;1;2173;5;20;0;50;0.023198651;8;0;0;5;
0.904761905;0;1;3749;2;18;0;17;0.023198651;;0;0;1;
;0;1;5606;1;12;;0;0.023198651;;;0;0;
0;4;1;1598;1;15;0;5;0.023198651;;0;0;0;
;2;1;3115;0;64;;0;0.020120724;1;;0;0;
0;2;0;4347;2;83;0;4;0.020120724;8;0;0;1;
0;0;1;2308;0;32;0;0;0.023198651;7;0;0;0;
0.25;2;1;4514;0;71;0;0;0.023198651;4;0;0;0;
;;;2437;0;19;0.1;0;0.023198651;;0.142857143;;1;
;0;0;1152;0;3;0;0;0.023198651;;;0;0;
;;;4851;0;9;;0;0.023198651;;;;0;
5.666666667;1;1;4644;0;53;0;34;0.023198651;;0;0;0;
0;1;1;2337;0;41;0;88;0.023198651;;0;0;0;
;1;0;4958;0;19;;0;0.031356486;;;0;0;
;0;0;1450;0;4;;0;0.031356486;;;0;0;
;2;1;2191;7;29;0;19;0.023198651;8;0;0;5;
;0;0;762;7;11;0;0;0.023198651;1;;0;3;
0.205882353;1;1;5218;1;75;0;58;0.023198651;;0;0;0;
;0;1;1346;0;35;0;0;0.023198651;1;0;0;0;
0.368421053;1;1;5382;0;177;0;108;0.023198651;1;0;0;0;
1.153846154;0;0;4801;0;10;0;0;0.023198651;;0;0;0;
;1;1;590;1;5;0;0;0.023198651;;;0;0;
;2;0;5699;0;4;;0;0.026860354;;;3;0;
;;;3026;0;1;;0;0.031356486;;;;0;
0.055555556;2;1;2346;2;35;0.041666667;0;0.023198651;;0.083333333;0;2;
0;3;1;756;0;35;0;10;0.023198651;;0;0;0;
;0;0;4639;0;62;0.125;0;0.023198651;;;0;0;
3.666666667;1;1;2312;9;105;0.169014085;60;0.023198651;1;0;0;2;
0.14;1;1;1039;0;45;0.12;54;0.023198651;;0.230769231;0;2;
0.368421053;1;1;5382;0;177;0;108;0.023198651;1;0;0;0;
;0;0;691;0;6;0;0;0.023198651;1;;0;0;
;1;2;3554;6;64;0.467741935;68;0.023198651;2;0;2;1;
;3;1;2747;0;27;0;0;0.020120724;;;0;0;
;0;1;250;1;8;0;4;0.023198651;3;0;0;1;
;1;1;4083;0;39;;0;0.023198651;;;0;0;
0.027027027;0;1;955;2;37;0;99;0.023198651;11;0;0;0;
;2;1;3967;1;65;0.222222222;0;0.020120724;;;0;0;
0.5;1;2;2608;1;28;0;45;0.023198651;1;0;0;0;
0.162962963;2;1;3320;0;122;0.142857143;18;0.023198651;6;0.035714286;0;0;
;1;0;3175;0;20;;0;0.023198651;;;0;0;
;1;0;1520;0;4;;0;0.023198651;3;;0;0;
;2;1;3294;0;53;0;7;0.023198651;1;0;0;0;
0;5;0;167;14;4;0;44;0.023198651;;0;0;31;
;0;1;871;2;17;0;0;0.023198651;;0;0;0;
;0;1;586;1;16;0;0;0.031356486;;0;0;0;
;0;0;2735;0;6;;0;0.023198651;;;0;0;
0;0;1;1311;0;40;0;1;0.020120724;;0;0;0;
1.860465116;0;1;3156;0;29;0.730769231;28;0.023198651;;0;0;0;
0;1;1;1092;0;19;0;14;0.023198651;;0;0;0;
;1;0;1213;2;28;0.416666667;0;0.031356486;;0.5625;0;2;
;0;1;3265;3;24;2.071428571;0;0.031356486;;;0;3;
;0;1;1578;8;45;0.03125;0;0.020120724;1;0.142857143;0;8;
0;2;1;4189;1;59;0;15;0.020120724;;0;0;0;
;0;0;2676;0;7;;0;0.031356486;;;0;0;
;0;1;3046;1;13;0.833333333;0;0.023198651;2;0;0;3;
;0;1;385;0;12;0;0;0.023198651;;0;0;0;
2;1;1;538;1;15;0.904761905;0;0.023198651;2;1.1875;0;1;
0.277777778;0;1;1676;0;17;0;10;0.023198651;;0;0;0;
0;0;1;1232;0;13;0;14;0.023198651;;0;0;0;
0.5;1;2;4242;0;27;0;56;0.023198651;;0;0;0;
;1;0;2394;0;3;;0;0.026860354;1;;0;0;
0.5;0;1;1565;0;37;0;25;0.023198651;4;0;0;0;
;;;1493;0;4;;0;0.026860354;;;;0;
0;4;1;3588;3;79;0;19;0.020120724;;0;0;3;
;1;0;2324;0;5;;0;0.023198651;2;;0;0;
;3;1;1673;0;30;0;0;0.023198651;;;0;0;
;0;1;1052;1;28;0;0;0.023198651;;;0;0;
0.160714286;2;2;5399;8;48;0;0;0.023198651;;0;0;4;
;1;1;281;1;13;0;17;0.023198651;;0;0;1;
0.3;1;2;3108;9;34;0.166666667;8;0.023198651;1;0;0;5;
;1;1;5435;0;57;;0;0.023198651;;;0;0;
7;3;1;3836;3;13;0;0;0.031356486;;0;0;4;
;0;0;1691;1;8;;0;0.023198651;;;0;1;
0.042553191;1;1;4220;0;139;0;57;0.023198651;2;0;0;0;
;0;0;5264;0;41;;0;0.026860354;;;0;0;
0;0;1;222;2;7;0;11;0.023198651;;0;0;5;
;0;0;4958;0;22;;0;0.026860354;;;0;0;
;1;1;79;0;1;0.5;10;0.023198651;;0.5;0;0;
0.029411765;2;1;3074;1;34;0;16;0.031356486;;0;0;0;
;2;1;816;1;12;0;0;0.026860354;;;0;0;
;0;1;4248;2;38;;0;0.023198651;;;0;0;
;1;0;539;0;9;0;0;0.026860354;;0;0;0;
;0;0;3493;0;4;;0;0.026860354;;;0;0;
;0;1;279;5;8;0;9;0.031356486;2;0;0;3;
5.384615385;0;1;3586;2;81;0.348837209;65;0.023198651;2;0;0;2;
;0;0;714;3;10;0;0;0.023198651;;;0;0;
;0;1;330;0;10;0;2;0.023198651;;0;0;0;
0.022222222;0;1;3639;0;44;0;15;0.023198651;;0;0;0;
1;0;1;4657;0;59;0;79;0.020120724;;0;0;0;
1.422222222;1;1;2013;2;24;0.285714286;9;0.023198651;;0.363636364;0;1;
;0;0;1715;0;3;;0;0.031356486;;;0;0;
0;0;1;3869;0;130;0;37;0.023198651;2;0;0;0;
0.18487395;0;1;2988;0;36;0.194444444;0;0.020120724;;0;0;0;
;0;1;5450;2;102;1.487804878;0;0.020120724;;;0;1;
1;2;1;1943;0;57;0.090909091;22;0.023198651;1;0;0;0;
;0;1;97;0;2;0;10;0.023198651;;0;0;0;
0;0;0;2056;1;79;0;16;0.020120724;;0;0;0;
;0;0;2385;4;24;;0;0.023198651;;;0;2;
0.394366197;2;1;5983;1;41;0;40;0.023198651;;0;0;1;
;0;0;1719;9;37;0;0;0.020120724;;;0;2;
0.055555556;1;0;702;1;18;0;7;0.023198651;3;0;0;1;
;0;1;573;3;4;0;0;0.023198651;;0;0;3;
;2;1;4441;3;121;0.046875;0;0.020120724;;0;0;0;
;2;1;2980;1;16;0;0;0.023198651;;;0;1;
0.863636364;0;1;5240;2;47;0;64;0.023198651;;0;0;0;
1.25;0;1;4486;1;104;0.212765957;42;0.020120724;;0.818181818;0;0;
0.077419355;1;1;4675;1;152;0.181818182;68;0.020120724;1;0;0;1;
0;0;1;5691;3;38;0;10;0.020120724;;0;0;0;
;0;1;2135;1;37;0;0;0.023198651;1;0;0;1;
;0;1;1466;1;24;0;0;0.023198651;6;0;0;0;
0;0;1;1061;2;72;0;145;0.023198651;1;0;0;0;
0;0;1;764;0;33;0;42;0.023198651;;0;0;0;
;1;1;3169;0;44;0;0;0.020120724;;;0;0;
0;2;1;1234;2;24;0;0;0.023198651;;0;0;2;
;0;0;4600;0;32;;0;0.023198651;;;0;0;
;1;0;3589;0;17;0;0;0.026860354;;;0;0;
;0;0;43;0;1;0;23;0.023198651;;0;0;0;
;1;1;455;0;14;0;10;0.023198651;;0;0;0;
0.014925373;5;1;1510;0;41;0.018518519;29;0.023198651;;0;0;0;
;0;2;4402;0;44;0;0;0.023198651;1;;0;0;
0;0;0;1851;0;2;0;0;0.023198651;;0;0;0;
;0;1;1855;0;14;0;0;0.023198651;1;;0;0;
;;;5063;0;28;;0;0.026860354;;;;0;
;1;1;2344;0;28;;0;0.023198651;;;0;0;
0.106060606;2;2;1625;1;46;0.152173913;11;0.023198651;;0;0;1;
;2;1;1444;0;23;0;0;0.023198651;;0;0;0;
;0;0;42;1;1;0;11;0.023198651;;0;0;1;
7.3;1;1;4636;0;66;1.058823529;19;0.020120724;17;1.5;0;0;
2.333333333;1;1;4526;1;76;0.671052632;61;0.023198651;3;1.1;0;1;
;1;1;5268;0;39;0;0;0.026860354;;;0;0;
;1;2;5567;0;114;0;0;0.020120724;5;;0;0;
;;;5094;0;113;0;0;0.020120724;3;;;0;
;0;1;749;3;19;0;0;0.023198651;;0;0;1;
;0;0;1779;1;35;0;20;0.023198651;1;0;0;0;
0;0;1;2746;1;65;0;43;0.023198651;;0;0;0;
;;;782;1;6;0;0;0.026860354;;;;2;
1.5;2;1;2065;6;61;0;20;0.020120724;6;0;0;2;
0;1;1;694;5;0;0;0;0.023198651;;0;0;0;
;0;0;166;0;4;0;8;0.023198651;;0;0;0;
0.153846154;0;1;2097;4;5;0.181818182;21;0.023198651;1;0.181818182;0;6;
0.150537634;0;1;1796;20;46;0.044117647;85;0.023198651;1;0;0;6;
;0;0;3799;1;28;;0;0.031356486;;;0;0;
0;0;1;678;1;23;0;26;0.023198651;9;0;0;1;
0;0;1;843;0;9;0;0;0.023198651;;0;0;0;
;;;5202;2;14;0;0;0.023198651;;0;;2;
0;2;1;1406;0;34;0;27;0.023198651;4;0;0;0;
;4;1;256;0;8;0;4;0.023198651;;0;0;0;
;1;1;5162;0;12;0;0;0.023198651;1;;0;0;
0.391304348;1;1;1333;0;20;0.529411765;25;0.023198651;1;0.363636364;0;0;
0.394366197;2;1;5983;1;41;0;40;0.023198651;;0;0;1;
;1;0;149;0;4;0;20;0.023198651;;0;0;0;
0;3;1;4724;2;156;0;48;0.023198651;1;0;0;1;
;0;1;501;2;10;0;0;0.023198651;;0;0;2;
;2;1;4926;0;56;;0;0.023198651;;;0;0;
1.352941176;1;0;4147;2;35;0;0;0.023198651;;0;0;1;
1.222222222;0;1;4761;0;52;0;0;0.023198651;;0;0;0;
0;1;1;3572;1;66;0;39;0.023198651;15;0;0;0;
;0;0;3698;0;8;;0;0.023198651;;;0;0;
0;0;1;3226;5;20;0;55;0.023198651;1;0;0;8;
;2;2;4437;6;29;0;0;0.023198651;;0;0;1;
0;2;1;3521;0;47;0;6;0.023198651;8;0;0;0;
0.3359375;2;1;5577;1;103;0.043478261;56;0.023198651;1;0;0;0;
;;;5728;0;2;;0;0.023198651;;;;0;
5.632653061;1;1;5459;0;26;0.066666667;44;0.023198651;;0.142857143;0;0;
;0;1;568;1;26;0;23;0.023198651;;0;0;1;
0;1;1;2917;0;70;0;46;0.020120724;35;0;0;0;
;3;1;5060;8;54;0;0;0.020120724;;0;0;5;
;1;1;1008;2;30;0.333333333;0;0.023198651;;1.666666667;0;0;
0.15;3;1;5502;1;41;0;0;0.023198651;7;0;0;1;
;0;1;452;0;12;0;0;0.023198651;1;0;0;0;
9.333333333;0;0;666;7;12;9.380952381;4;0.023198651;;16.41666667;0;1;
;0;0;4934;0;2;;0;0.031356486;;;0;0;
;0;1;4484;1;7;0;0;0.023198651;;0;0;1;
0.5;1;1;1252;0;10;0.142857143;20;0.023198651;;0.25;0;1;
;1;0;1839;0;6;;0;0.026860354;;;0;0;
;1;1;2151;0;44;0;0;0.031356486;9;0;0;0;
0;0;1;1034;0;33;0;6;0.031356486;18;0;0;0;
;1;1;5151;0;44;0;0;0.023198651;5;;0;0;
0;0;1;4019;1;102;0;69;0.020120724;3;0;0;0;
1;0;1;4511;0;13;0;19;0.023198651;;0;0;0;
0.5;0;1;132;0;4;0;32;0.023198651;;0;0;0;
0;0;1;333;1;10;0;37;0.023198651;;0;0;1;
0.1875;1;2;5480;0;31;0;35;0.020120724;;0;0;0;
0.5;2;1;1157;0;10;0;50;0.023198651;;0;0;0;
0;1;1;698;2;38;0;17;0.031356486;;0;0;9;
0;1;1;1050;4;9;0;55;0.023198651;;0;0;3;
;1;0;4499;0;18;;0;0.023198651;;;0;0;
;0;1;551;2;8;0;0;0.031356486;;0;0;1;
;0;2;5342;2;18;;0;0.026860354;;;0;2;
0.086666667;2;1;1520;1;66;0.112359551;80;0.023198651;;0.034482759;0;0;
;1;1;897;2;12;0;0;0.023198651;;;0;2;
0.141509434;0;1;3489;0;100;0.027027027;20;0.020120724;1;0;0;0;
0;1;1;2579;1;48;0;21;0.020120724;4;0;0;0;
;1;0;363;2;9;0.3;0;0.023198651;2;0.3;0;0;
0;0;2;1025;1;29;0;54;0.023198651;;0;0;0;
;3;1;4606;0;17;0;0;0.026860354;;;0;0;
;;;5095;1;58;;0;0.023198651;;;;0;
;0;1;500;3;1;0.5;22;0.023198651;;0.5;0;0;
;0;1;4757;0;29;0.315789474;0;0.023198651;;;0;0;
;2;0;5562;0;44;;0;0.023198651;;;0;0;
;0;1;2519;0;10;0.178571429;0;0.023198651;;0.6;0;0;
0;0;0;832;0;18;0;0;0.023198651;;0;0;0;
0.064935065;2;1;5578;0;75;0;72;0.023198651;1;0;0;0;
;0;1;112;1;3;0;9;0.023198651;;0;0;0;
2.666666667;0;0;2514;7;19;0.533333333;45;0.020120724;;0.727272727;0;3;
7.6;3;0;2762;5;37;0.736842105;1;0.023198651;1;1.3;0;7;
;0;1;3785;0;10;;0;0.026860354;;;0;0;
;0;1;2656;0;4;;0;0.026860354;;;0;0;
1.666666667;0;1;3070;1;132;0;39;0.023198651;4;0;0;0;
;0;1;500;0;10;0;0;0.023198651;;0;0;0;
;0;1;375;0;12;0;0;0.023198651;;0;0;0;
;0;0;748;0;18;0;0;0.031356486;;0;0;0;
;0;1;1578;0;18;0;0;0.026860354;;;0;0;
;;;4319;1;10;;0;0.031356486;;;;0;
0.021505376;0;1;5675;1;4;0.055555556;0;0.023198651;;0.083333333;0;1;
0.5;0;0;852;5;41;0.023809524;17;0.031356486;1;0.058823529;0;8;
0.048387097;2;1;3519;1;59;0;14;0.023198651;6;0;0;1;
;;;1550;2;21;0;0;0.023198651;;0;;2;
;0;1;1404;2;9;0;0;0.023198651;2;0;0;2;
;0;0;3755;0;26;;0;0.023198651;;;0;0;
3;2;1;5178;3;34;0;27;0.023198651;;0;0;1;
;0;0;3255;0;20;;0;0.026860354;;;0;0;
0.055555556;1;1;2388;0;18;0;14;0.023198651;1;0;0;0;
;0;1;1771;1;6;;0;0.023198651;;;0;0;
;0;1;199;0;6;0;5;0.026860354;;0;0;0;
;0;0;538;0;16;0;2;0.023198651;;0;0;0;
0;1;1;4004;0;65;0;12;0.023198651;5;0;0;0;
0.25;0;1;564;4;26;0.055555556;53;0.023198651;7;0.086956522;0;4;
8.214285714;0;1;3577;0;50;0.909090909;3;0.020120724;1;2.083333333;0;0;
;0;1;3826;0;8;;0;0.031356486;;;0;0;
;0;1;1322;3;4;;0;0.023198651;;;0;0;
;1;0;5628;0;32;;0;0.031356486;;;0;0;
0.31496063;7;1;4351;1;87;0;30;0.023198651;3;0;0;1;
0;0;1;325;3;14;0;11;0.023198651;;0;0;4;
;1;1;4981;0;41;0;0;0.023198651;;0;0;0;
;0;0;4328;0;18;;0;0.031356486;;;0;0;
15.42857143;0;1;3698;3;88;0;33;0.020120724;;0;0;0;
0.5;5;1;5375;0;28;0;6;0.023198651;;0;0;1;
;;;5043;7;8;1.6;0;0.023198651;;;;1;
;0;1;544;4;17;0;0;0.023198651;1;0;0;2;
;3;0;3153;0;6;;0;0.026860354;;;0;0;
;0;1;2869;1;15;0;9;0.023198651;;0;0;0;
;1;1;1410;1;44;0;0;0.031356486;;;0;0;
;0;0;1827;0;11;;0;0.031356486;;;0;0;
0;2;1;6206;2;81;0;0;0.023198651;1;0;0;0;
0.090909091;1;1;4242;5;106;0;35;0.023198651;8;0;0;3;
0;0;1;736;4;30;0;49;0.023198651;10;0;0;4;
1.473684211;4;2;4647;3;182;0.094339623;36;0.020120724;;0.041666667;0;1;
5.316666667;1;1;5132;2;30;0;0;0.023198651;;0;0;1;
;0;1;1843;0;13;0;0;0.023198651;;;0;0;
0.5;0;1;824;1;25;0.038461538;34;0.020120724;;0.083333333;0;2;
0.013071895;1;0;4927;7;106;0.02;70;0.020120724;;0;0;6;
;0;1;377;0;12;0;0;0.023198651;;0;0;0;
0.028571429;0;0;571;7;34;0.028571429;25;0.023198651;;0.035714286;0;7;
0.261538462;0;0;1223;19;43;0.274193548;27;0.023198651;10;0;0;5;
0.421383648;1;0;2469;2;64;0.783783784;43;0.023198651;48;0.571428571;0;1;
;0;1;919;3;58;0;14;0.023198651;10;0;0;0;
;;;1369;1;8;0;0;0.023198651;;;;0;
0;0;1;1497;2;22;0;0;0.023198651;;0;0;0;
;2;0;4487;0;19;;0;0.023198651;;;0;0;
0;0;1;2875;1;19;0;5;0.023198651;;0;0;1;
;0;1;519;0;12;0;0;0.023198651;;0;0;0;
;0;1;4923;0;9;0;0;0.023198651;;0;0;0;
1;1;0;4563;0;179;0;34;0.020120724;1;0;0;0;
0.064516129;2;1;4954;0;30;0;5;0.023198651;1;0;0;0;
0.285714286;3;1;647;6;44;0.038461538;21;0.023198651;2;0.05;0;0;
;2;0;1740;2;26;6.185185185;0;0.023198651;;1.166666667;2;0;
3.666666667;1;1;2312;9;105;0.169014085;60;0.023198651;1;0;0;2;
;2;1;4170;3;78;0;0;0.020120724;;;0;0;
;0;1;464;0;15;0;15;0.023198651;;0;0;0;
;0;0;4564;0;12;;0;0.023198651;;;0;0;
0;1;0;1408;2;34;0;0;0.023198651;1;0;0;2;
;1;2;560;2;12;0;0;0.023198651;;0;0;1;
;0;0;234;0;7;0;0;0.023198651;;0;0;0;
1;2;1;5455;0;119;0;24;0.020120724;9;0;0;0;
;0;2;2848;0;38;0;0;0.023198651;;0;0;0;
;2;1;2625;0;19;0;0;0.020120724;;;0;2;
;0;1;149;0;4;0;8;0.023198651;;0;0;0;
;0;1;934;0;18;0;0;0.023198651;;0;0;0;
;0;1;446;0;6;0;0;0.023198651;;0;0;0;
0.5;1;0;692;2;29;0.064516129;11;0.023198651;;0;0;1;
20.03030303;1;1;4996;0;23;0;0;0.031356486;;0;0;0;
;2;1;3580;0;63;0;0;0.023198651;;0;0;0;
0.032786885;0;1;3254;7;59;0;49;0.023198651;;0;0;4;
;0;1;4296;0;51;0;0;0.020120724;5;;0;0;
0.085714286;1;1;5594;0;109;0.217391304;69;0.020120724;2;0.833333333;0;0;
;4;1;1610;0;18;0;0;0.023198651;1;0;0;0;
;0;0;3833;0;9;;0;0.031356486;;;0;0;
0;0;1;678;0;42;0;18;0.023198651;1;0;0;0;
0.025641026;6;1;1510;3;38;0.035714286;15;0.023198651;;0.052631579;0;3;
;0;0;491;0;13;0.533333333;3;0.023198651;;0.666666667;0;0;
7.230769231;1;0;3563;0;37;0;10;0.023198651;;0;0;0;
0.043478261;0;1;3172;0;44;0;26;0.023198651;;0;0;0;
0.5;0;1;1534;2;10;0;22;0.023198651;2;0;0;1;
;0;1;4071;0;31;0;15;0.023198651;3;0;0;0;
0;0;1;383;0;12;0;3;0.023198651;;0;0;0;
;0;2;3745;1;21;0.058823529;0;0.023198651;1;0.090909091;0;1;
;0;0;5374;0;4;;0;0.026860354;;;0;0;
0.5;0;1;3254;8;21;0;65;0.023198651;1;0;0;5;
;0;1;406;0;9;0;0;0.023198651;10;0;0;0;
;0;1;223;1;11;0;19;0.023198651;;0;0;1;
;;;4310;5;116;0.1;0;0.020120724;3;;;3;
;2;1;2420;0;11;0;0;0.023198651;;0;0;0;
0.085714286;1;1;5594;0;109;0.217391304;69;0.020120724;2;0.833333333;0;0;
;0;0;4223;0;16;2.571428571;0;0.023198651;;;0;0;
;0;2;723;0;25;0;0;0.020120724;9;0;0;0;
0.754098361;3;1;4000;12;33;1;0;0.023198651;;1.166666667;0;6;
0;0;0;2131;0;8;0;68;0.023198651;;0;0;1;
;1;1;3167;0;22;0;3;0.031356486;;0;0;0;
0.076923077;0;1;1434;1;19;0.086956522;0;0.023198651;3;0.130434783;0;1;
;1;1;5044;3;23;1.043478261;7;0.031356486;;0.25;0;1;
0.025316456;1;2;3645;1;78;0;52;0.023198651;2;0;0;0;
0;0;1;4530;0;32;0;0;0.023198651;;0;0;0;
;2;0;5231;1;30;;0;0.023198651;;;0;0;
9.285714286;1;0;4596;2;18;0.375;4;0.023198651;;0.375;1;1;
0.058823529;1;1;3493;0;17;0;23;0.023198651;;0;0;0;
;0;1;4892;0;23;0;0;0.023198651;1;;0;0;
;0;1;124;1;2;0.666666667;21;0.023198651;;0.666666667;0;1;
0.686440678;9;1;1803;10;49;0;0;0.023198651;;0;0;5;
0.029411765;2;1;3074;1;34;0;16;0.031356486;;0;0;0;
;0;1;2660;2;15;0;0;0.023198651;;;0;0;
0.0078125;0;1;3851;0;127;0;23;0.020120724;2;0;0;0;
0;1;1;1575;4;36;0;39;0.023198651;;0;0;4;
2.081081081;0;1;3880;0;27;0;3;0.023198651;;0;0;0;
4.162162162;0;1;5894;0;46;0.03125;70;0.023198651;;0.058823529;0;0;
1.357142857;0;1;4790;8;39;0.674418605;0;0.023198651;1;0;0;6;
0;1;1;832;0;45;0;97;0.023198651;;0;0;0;
;;;4531;0;12;0;0;0.023198651;;;;0;
;0;0;1483;0;1;;0;0.031356486;;;0;0;
;0;1;694;0;11;0.083333333;0;0.031356486;;0.5;0;0;
0.009615385;1;1;3514;4;104;0;88;0.023198651;1;0;0;6;
;0;1;5971;1;22;0;0;0.023198651;1;;0;1;
;1;0;5190;0;35;0.153846154;0;0.023198651;1;1.333333333;0;0;
;5;2;5654;0;57;0;0;0.023198651;1;0;0;0;
;;;5236;0;3;;0;0.026860354;;;;0;
0.1;1;1;4853;0;28;0;10;0.023198651;;0;0;0;
;2;1;4848;0;39;0;0;0.023198651;;;0;0;
;0;0;1930;0;0;;0;0.026860354;;;2;0;
;0;0;2610;0;2;;0;0.031356486;;;0;0;
;0;1;306;0;15;0;8;0.023198651;;0;0;0;
;0;0;1611;2;11;;0;0.023198651;;;0;1;
;;;2994;0;6;;0;0.031356486;;;;0;
;0;1;5122;1;22;0.363636364;11;0.023198651;;0;0;1;
;0;1;1015;0;20;0.076923077;0;0.023198651;;0;0;0;
;0;1;571;0;8;0;0;0.023198651;;0;0;0;
;0;0;2190;1;3;;0;0.026860354;;;2;0;
;3;1;5736;2;36;10.92307692;0;0.023198651;;;0;1;
0.036363636;4;1;1667;1;54;0.027027027;31;0.020120724;13;0;0;0;
;1;1;708;0;15;0;0;0.023198651;;0;0;0;
;0;1;443;0;12;0;0;0.023198651;;0;0;0;
;0;1;3097;7;45;0.333333333;0;0.031356486;4;0;0;2;
;;;2499;0;74;0.11627907;0;0.020120724;3;0;;0;
;1;1;374;0;3;0;0;0.023198651;1;0;0;1;
;0;1;5126;2;20;6.235294118;0;0.023198651;;;0;2;
;0;0;1776;0;0;;0;0.023198651;;;0;0;
;;;4371;0;50;;0;0.026860354;;;;0;
;0;0;4543;0;10;;0;0.023198651;;;0;0;
0;0;1;2771;2;59;0;31;0.020120724;1;0;0;1;
;0;1;2388;0;12;0;0;0.031356486;;;0;0;
0.008130081;1;1;4601;0;45;0;0;0.023198651;;0;0;0;
0;2;1;2820;1;35;0;9;0.023198651;;0;0;1;
;1;2;757;0;6;0;0;0.023198651;;;0;0;
0.363636364;2;0;1451;18;23;0.382352941;84;0.023198651;;0.481481481;0;42;
;0;0;161;0;5;0;5;0.023198651;;0;0;0;
0;1;1;4302;1;62;0;28;0.023198651;10;0;0;1;
;;;4551;0;19;;0;0.023198651;;;;0;
;0;1;298;0;9;0;15;0.023198651;1;0;0;0;
;0;0;107;1;2;4.333333333;21;0.023198651;;4.333333333;0;1;
;3;0;2819;0;24;;0;0.026860354;;;0;0;
;3;1;3505;0;20;0;0;0.023198651;;;0;0;
;1;0;1601;0;1;;0;0.023198651;;;0;0;
0.019607843;4;1;4558;7;101;0.025;12;0.023198651;3;0;0;6;
0;1;1;1283;0;29;0;12;0.023198651;;0;0;0;
;0;0;3810;0;8;;0;0.031356486;;;0;0;
0;3;1;4435;0;91;0;11;0.023198651;;0;0;0;
0;0;2;2791;0;15;0;3;0.023198651;9;0;0;0;
0;1;1;545;1;14;0;16;0.023198651;;0;0;0;
;0;0;4321;0;11;;0;0.031356486;;;0;0;
;;;4339;0;9;;0;0.026860354;;;;0;
;1;1;2596;0;21;;0;0.023198651;;;0;0;
0.071428571;1;1;2891;0;126;0.021276596;52;0.023198651;7;0.076923077;0;0;
;1;1;2770;0;89;0.086956522;0;0.031356486;1;;0;0;
;4;0;3107;2;24;;0;0.023198651;;;0;0;
0.435897436;0;1;2364;0;38;0.548387097;10;0.023198651;;0;0;0;
;0;1;998;0;21;0.347826087;0;0.023198651;1;0;0;0;
0.5;0;0;594;3;32;0;14;0.023198651;;0;0;3;
;1;1;1269;0;8;0;0;0.023198651;;;0;0;
0;0;1;3775;0;28;0;0;0.023198651;1;0;0;0;
0.363636364;0;1;2384;0;20;0;5;0.023198651;3;0;0;0;
0.71875;1;1;2823;2;41;1.205128205;49;0.023198651;;2.615384615;0;1;
;0;0;900;0;3;0;9;0.023198651;;0;0;0;
;0;0;1941;0;1;;0;0.026860354;;;2;0;
;0;0;3957;0;5;;0;0.031356486;;;0;0;
0.016129032;0;1;2125;2;62;0;60;0.023198651;;0;0;1;
;0;0;2755;2;5;;0;0.031356486;;;0;1;
;3;1;1203;0;39;0;0;0.023198651;1;0;2;0;
0.208333333;0;1;1122;1;44;0.208333333;46;0.020120724;;0;0;0;
1.153846154;2;1;4280;0;82;0;10;0.023198651;17;0;0;0;
2;3;1;3493;5;29;0.25;18;0.023198651;;0.428571429;0;3;
;1;0;1247;0;2;0;5;0.031356486;;0;0;0;
0;0;1;413;1;15;0;69;0.023198651;;0;0;1;
;2;1;2140;7;5;0.333333333;0;0.031356486;2;;0;2;
;2;2;5308;0;26;;0;0.026860354;;;0;0;
;2;1;4509;1;32;;0;0.023198651;1;;0;0;
;1;0;5687;0;9;;0;0.031356486;;;0;0;
